date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:19:44	92981/92981	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2028%20Oct%202020%2016:07:03%20GMT	https://cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	C:/My%20Web%20Sites/website/cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://teaandcoffee-theme.myshopify.com/)
09:19:44	37632/37632	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2016%20Oct%202020%2015:31:32%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	C:/My%20Web%20Sites/website/cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	(from https://teaandcoffee-theme.myshopify.com/)
09:19:45	14395/14395	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Mar%202021%2006:19:45%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/files/hl-tea-and-coffee-logo.png?v=1600340174	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/files/hl-tea-and-coffee-logo9156.png	(from https://teaandcoffee-theme.myshopify.com/)
09:19:46	496454/496454	---MCZ	200	added ('OK')	text/html	etag:cacheable:c51495c54442f50eada05c2ac7443219	https://teaandcoffee-theme.myshopify.com/collections/all-tea	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/collections/all-tea.html	(from https://teaandcoffee-theme.myshopify.com/)
09:19:48	495807/495807	---MCZ	200	added ('OK')	text/html	etag:cacheable:286d4da774f130fb2a5fe2667e1e8713	https://teaandcoffee-theme.myshopify.com/collections/all	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/collections/all.html	(from https://teaandcoffee-theme.myshopify.com/)
09:19:49	337933/337933	---MCZ	200	added ('OK')	text/html	etag:cacheable:431379e4ae66349be13de425d674d8e5	https://teaandcoffee-theme.myshopify.com/collections/herbal	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/collections/herbal.html	(from https://teaandcoffee-theme.myshopify.com/)
09:19:49	315213/315213	---MCZ	200	added ('OK')	text/html	etag:cacheable:52f9a42ce748bfb65bcbe7e35e6649f2	https://teaandcoffee-theme.myshopify.com/pages/lookbook	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/pages/lookbook.html	(from https://teaandcoffee-theme.myshopify.com/)
09:19:50	271272/271272	---MCZ	200	added ('OK')	text/html	etag:cacheable:8003ed6cc0098d58dcf017b934533c0b	https://teaandcoffee-theme.myshopify.com/pages/faq	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/pages/faq.html	(from https://teaandcoffee-theme.myshopify.com/)
09:19:51	494905/494905	---MCZ	200	added ('OK')	text/html	etag:cacheable:5d0f69033c667a21a34d8312dd1eca5a	https://teaandcoffee-theme.myshopify.com/collections/frontpage	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/collections/frontpage.html	(from https://teaandcoffee-theme.myshopify.com/)
09:19:52	250530/250530	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Mar%202021%2006:19:51%20GMT	https://teaandcoffee-theme.myshopify.com/account/login	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/account/login.html	(from https://teaandcoffee-theme.myshopify.com/)
09:19:53	250582/250582	---MCZ	200	added ('OK')	text/html	etag:cacheable:b0dd9d58380d88723157d183d86912b7	https://teaandcoffee-theme.myshopify.com/account/register	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/account/register.html	(from https://teaandcoffee-theme.myshopify.com/)
09:19:54	247765/247765	---MCZ	200	added ('OK')	text/html	etag:cacheable:9df0ad1696292657181f5f6c4569d07f	https://teaandcoffee-theme.myshopify.com/pages/wish-list	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/pages/wish-list.html	(from https://teaandcoffee-theme.myshopify.com/)
09:19:54	10726/10726	---MC-	400	error ('Bad%20Request')	text/html	date:Sat,%2013%20Mar%202021%2006:19:54%20GMT	https://teaandcoffee-theme.myshopify.com/cart/change?line=0&quantity=0	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/cart/changee871	(from https://teaandcoffee-theme.myshopify.com/)
09:19:55	347889/347889	---MCZ	200	added ('OK')	text/html	etag:cacheable:c0d838e1d73add98efbebb7c8d8296e2	https://teaandcoffee-theme.myshopify.com/cart	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/cart.html	(from https://teaandcoffee-theme.myshopify.com/)
09:19:56	419870/419870	---MCZ	200	added ('OK')	text/html	etag:cacheable:523682103842d9e985eb62862d935478	https://teaandcoffee-theme.myshopify.com/collections/matcha-teas	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/collections/matcha-teas.html	(from https://teaandcoffee-theme.myshopify.com/)
09:20:02	345490/345490	---MCZ	200	added ('OK')	text/html	etag:cacheable:7dea34c480480e224725269f14af14d7	https://teaandcoffee-theme.myshopify.com/products/magnis-darturien-meros-laciniado-5	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/products/magnis-darturien-meros-laciniado-5.html	(from https://teaandcoffee-theme.myshopify.com/)
09:20:03	25942/25942	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:19:57%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-17_2896ebf9-537d-4764-bc4d-b642193c0b02_370x555.jpg?v=1598838838	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-17_2896ebf9-537d-4764-bc4d-b642193c0b02_370x5551f24.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:20:03	27331/27331	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:19:59%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-20_4dbcece8-0a4e-40ab-bc30-823bc7bc7dcf_370x555.jpg?v=1598838844	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-20_4dbcece8-0a4e-40ab-bc30-823bc7bc7dcf_370x555abd6.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:20:06	381317/381317	---MCZ	200	added ('OK')	text/html	etag:cacheable:8886ef74289eebd6b17071ddabf1c572	https://teaandcoffee-theme.myshopify.com/products/loremous-saliduar-a-cosmopolito-5	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/products/loremous-saliduar-a-cosmopolito-5.html	(from https://teaandcoffee-theme.myshopify.com/)
09:20:08	29574/29574	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:20:04%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-3_19f1046f-051c-4ed1-9933-87a8a24313e6_370x555.jpg?v=1593162417	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-3_19f1046f-051c-4ed1-9933-87a8a24313e6_370x5553e23.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:20:08	25327/25327	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:20:05%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-5_4f55182f-55e0-42ff-85ab-6f348f034611_370x555.jpg?v=1593162417	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-5_4f55182f-55e0-42ff-85ab-6f348f034611_370x5553e23.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:20:09	28638/28638	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:20:06%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-2_ea36e59a-1f22-4079-9cbb-e885536f1f94_370x555.jpg?v=1593162416	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-2_ea36e59a-1f22-4079-9cbb-e885536f1f94_370x55517fb.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:20:10	27744/27744	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:20:07%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-1_5b1bc008-64f0-43eb-9410-8aeef8bd79f0_370x555.jpg?v=1593162416	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-1_5b1bc008-64f0-43eb-9410-8aeef8bd79f0_370x55517fb.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:20:16	29265/29265	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:20:10%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-26_370x555.jpg?v=1599819061	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-26_370x555ff7a.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:20:16	492929/492929	---MCZ	200	added ('OK')	text/html	etag:cacheable:1a4054d86a7ecf08a4985f1ae9922c2d	https://teaandcoffee-theme.myshopify.com/products/loremous-saliduar-a-cosmopolito-4	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/products/loremous-saliduar-a-cosmopolito-4.html	(from https://teaandcoffee-theme.myshopify.com/)
09:20:17	28875/28875	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:20:11%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-18_640470b5-61a8-43cc-bf54-a53ac4d59fe2_370x555.jpg?v=1599819061	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-18_640470b5-61a8-43cc-bf54-a53ac4d59fe2_370x555ff7a.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:20:17	23136/23136	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:20:12%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-19_152952b8-2dbb-4035-93db-1fce9591f83b_370x555.jpg?v=1599819061	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-19_152952b8-2dbb-4035-93db-1fce9591f83b_370x555ff7a.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:20:18	248192/248192	---MCZ	200	added ('OK')	text/html	etag:cacheable:54d268b7186aafc6656b3a5306af5a6e	https://teaandcoffee-theme.myshopify.com/search?type=product&q=teas-shopify-template	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/searche1d7.html	(from https://teaandcoffee-theme.myshopify.com/)
09:20:20	248150/248150	---MCZ	200	added ('OK')	text/html	etag:cacheable:a383672bcdfcbeb8f78a4b9d75ea26da	https://teaandcoffee-theme.myshopify.com/search?type=product&q=tea-shopify-themes	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/searchd3c8.html	(from https://teaandcoffee-theme.myshopify.com/)
09:20:21	248122/248122	---MCZ	200	added ('OK')	text/html	etag:cacheable:dcfd3c621637bc7198e345f5dbf47b1e	https://teaandcoffee-theme.myshopify.com/search?type=product&q=shopify-sections	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/searcha52b.html	(from https://teaandcoffee-theme.myshopify.com/)
09:20:23	248024/248024	---MCZ	200	added ('OK')	text/html	etag:cacheable:a1eb4612c22c30651bd9c29fd1ecf66c	https://teaandcoffee-theme.myshopify.com/search?type=product&q=drag-drop	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/search341c.html	(from https://teaandcoffee-theme.myshopify.com/)
09:20:24	248206/248206	---MCZ	200	added ('OK')	text/html	etag:cacheable:f5c3e2d47172d7e4c66fdff1fb015c51	https://teaandcoffee-theme.myshopify.com/search?type=product&q=section-shopify-themes	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/search4eea.html	(from https://teaandcoffee-theme.myshopify.com/)
09:20:25	248262/248262	---MCZ	200	added ('OK')	text/html	etag:cacheable:78f635cf625f541855c01b0b789e6aca	https://teaandcoffee-theme.myshopify.com/search?type=product&q=premium-teas-shopify-theme	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/search03a1.html	(from https://teaandcoffee-theme.myshopify.com/)
09:20:26	248010/248010	---MCZ	200	added ('OK')	text/html	etag:cacheable:72d9b2d2b285a5e10afec5476c0cc627	https://teaandcoffee-theme.myshopify.com/search?type=product&q=oriental	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/search810d.html	(from https://teaandcoffee-theme.myshopify.com/)
09:20:27	248024/248024	---MCZ	200	added ('OK')	text/html	etag:cacheable:3207b3c0dc3da2ff923221ee0cc3d297	https://teaandcoffee-theme.myshopify.com/search?type=product&q=loose-tea	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/search4606.html	(from https://teaandcoffee-theme.myshopify.com/)
09:20:28	245689/245689	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:699c0b2b6b94d99045be254fb5fa4900	https://teaandcoffee-theme.myshopify.com/&apos;	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/&apos;	(from https://teaandcoffee-theme.myshopify.com/)
09:20:29	294765/294765	---MCZ	200	added ('OK')	text/html	etag:cacheable:4314902f4226f0fe0b38d83c577e1f77	https://teaandcoffee-theme.myshopify.com/collections	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/collections.html	(from https://teaandcoffee-theme.myshopify.com/)
09:20:30	423856/423856	---MCZ	200	added ('OK')	text/html	etag:cacheable:8bf729f457a7901966d72823a303c094	https://teaandcoffee-theme.myshopify.com/collections/oolong-teas	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/collections/oolong-teas.html	(from https://teaandcoffee-theme.myshopify.com/)
09:20:35	341599/341599	---MCZ	200	added ('OK')	text/html	etag:cacheable:07607a0a2446ec156d911380a46ae11f	https://teaandcoffee-theme.myshopify.com/collections/green-teas	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/collections/green-teas.html	(from https://teaandcoffee-theme.myshopify.com/)
09:20:40	69383/69383	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:20:31%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/files/oriento-gy_DN08336U-unsplash-min.jpg?v=1594027613	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/files/oriento-gy_DN08336U-unsplash-min3a1c.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:20:44	72096/72096	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:20:32%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/files/allie-smith-iJGvQgW6z-E-unsplash-min.jpg?v=1594027621	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/files/allie-smith-iJGvQgW6z-E-unsplash-mineae4.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:20:48	94498/94498	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:20:33%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/files/sergey-norkov-Rw0c4ib9yQo-unsplash-min.jpg?v=1594027638	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/files/sergey-norkov-Rw0c4ib9yQo-unsplash-min53a0.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:20:51	66487/66487	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:20:40%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/files/sergey-norkov-g-2yu-Fi9l0-unsplash-min.jpg?v=1594027664	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/files/sergey-norkov-g-2yu-Fi9l0-unsplash-min8f74.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:20:53	107021/107021	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:20:36%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/files/nikita-kachanovsky-X7tT5hiaLvU-unsplash-min.jpg?v=1594027654	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/files/nikita-kachanovsky-X7tT5hiaLvU-unsplash-min8029.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:21:03	97228/97228	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:20:49%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/files/ellieelien-8urjFhaVRCk-unsplash-min.jpg?v=1594027689	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/files/ellieelien-8urjFhaVRCk-unsplash-min741c.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:21:04	308467/308467	---MCZ	200	added ('OK')	text/html	etag:cacheable:3c46fad92ee5da9296659ae2461df702	https://teaandcoffee-theme.myshopify.com/blogs/news/naminos-lementum-an-cosmopolis	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/blogs/news/naminos-lementum-an-cosmopolis.html	(from https://teaandcoffee-theme.myshopify.com/)
09:21:08	103714/103714	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:20:52%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/files/content-pixie-m-gqDRzbJLQ-unsplash-min.jpg?v=1594027697	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/files/content-pixie-m-gqDRzbJLQ-unsplash-min0e56.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:21:10	304441/304441	---MCZ	200	added ('OK')	text/html	etag:cacheable:06e2c3ff7ab8a4efbdf82a873df007e7	https://teaandcoffee-theme.myshopify.com/blogs/news/milancelos-hementum-cosmo-loremous	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/blogs/news/milancelos-hementum-cosmo-loremous.html	(from https://teaandcoffee-theme.myshopify.com/)
09:21:14	304365/304365	---MCZ	200	added ('OK')	text/html	etag:cacheable:c95b3e0f4c9b690607979acf6f87c981	https://teaandcoffee-theme.myshopify.com/blogs/news/dinterdum-pretium-de-condimento	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/blogs/news/dinterdum-pretium-de-condimento.html	(from https://teaandcoffee-theme.myshopify.com/)
09:21:19	271785/271785	---MCZ	200	added ('OK')	text/html	etag:cacheable:8130fec67b333d06a9483bca36b01d23	https://teaandcoffee-theme.myshopify.com/blogs/news	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/blogs/news.html	(from https://teaandcoffee-theme.myshopify.com/)
09:21:21	260664/260664	---MCZ	200	added ('OK')	text/html	etag:cacheable:41dcfb3fe5c380b58edcc757c33b48ba	https://teaandcoffee-theme.myshopify.com/pages/brands	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/pages/brands.html	(from https://teaandcoffee-theme.myshopify.com/)
09:21:29	351003/351003	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:20:45%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/files/foodism360-tT1CVkjMv2M-unsplash-min.jpg?v=1594027676	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/files/foodism360-tT1CVkjMv2M-unsplash-min3bd0.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:21:29	397364/397364	---MCZ	200	added ('OK')	text/html	etag:cacheable:6985216e574ebce9c15b9afb56f3da53	https://teaandcoffee-theme.myshopify.com/products/loremous-saliduar-a-cosmopolito-6	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/products/loremous-saliduar-a-cosmopolito-6.html	(from https://teaandcoffee-theme.myshopify.com/)
09:21:30	250899/250899	---MCZ	200	added ('OK')	text/html	etag:cacheable:85b103f16a43d44088e5f5343126f540	https://teaandcoffee-theme.myshopify.com/pages/contact-us	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/pages/contact-us.html	(from https://teaandcoffee-theme.myshopify.com/)
09:21:30	2891/2891	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:21:30%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-11_e5d46275-1d39-40ca-9704-82905768ded6_100x.jpg?v=1595320035	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-11_e5d46275-1d39-40ca-9704-82905768ded6_100x8fa7.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:21:31	455301/455301	---MCZ	200	added ('OK')	text/html	etag:cacheable:51db54cff6241aba869cd25c6be7d4e4	https://teaandcoffee-theme.myshopify.com/pages/about-us	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/pages/about-us.html	(from https://teaandcoffee-theme.myshopify.com/)
09:21:33	2676/2676	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:21:32%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-19_4a37bc13-7646-451e-8e01-820c947ce9c9_100x.jpg?v=1593157674	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-19_4a37bc13-7646-451e-8e01-820c947ce9c9_100x9953.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:21:33	363767/363767	---MCZ	200	added ('OK')	text/html	etag:cacheable:ec788113b4541df8fd4dd005a3676949	https://teaandcoffee-theme.myshopify.com/products/loremous-saliduar-a-cosmopolito-1	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/products/loremous-saliduar-a-cosmopolito-1.html	(from https://teaandcoffee-theme.myshopify.com/)
09:21:34	2891/2891	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202021%2006:21:34%20GMT	http://cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-11_0d485c96-6702-4d84-a3e2-772b0f1ea71a_100x.jpg?v=1593157522	C:/My%20Web%20Sites/website/cdn.shopify.com/s/files/1/0418/1904/6039/products/tea-11_0d485c96-6702-4d84-a3e2-772b0f1ea71a_100x96d6.jpg	(from https://teaandcoffee-theme.myshopify.com/)
09:21:34	394952/394952	---MCZ	200	added ('OK')	text/html	etag:cacheable:7361d1233ef058065da7c1da7354ec8c	https://teaandcoffee-theme.myshopify.com/products/loremous-saliduar-a-cosmopolito	C:/My%20Web%20Sites/website/teaandcoffee-theme.myshopify.com/products/loremous-saliduar-a-cosmopolito.html	(from https://teaandcoffee-theme.myshopify.com/)
